rank	term	category	confidence	total_count	hate_count	non_hate_count	annotation_count	definition	reason
577	女拳都是	Sexism	0.95	3	3	0	0	该术语是'女权'的谐音贬称，用于污名化女权主义者，常与仇恨言论和性别歧视关联，将女性群体整体贬低为智商低劣、自私或极端。	数据集样本全部为仇恨言论，且网络证据一致表明该词是侮辱性绰号，用于攻击女权主义者和女性群体，符合仇恨/冒犯性术语标准。
578	看黑	Racism	0.95	10	10	0	3	指代黑人群体并带有贬低、歧视或仇恨的用语，常出现在种族歧视或地域歧视的语境中。	所有标注样本均为仇恨标签，且出现在种族歧视（如'看片都不看黑人'）和地域歧视（如'你看黑吉辽那一亿人'）语境中，结合网络证据中关于仇视黑人言论的讨论，该词具有明确的冒犯性。
580	埃塞俄比亚	Region	0.9	4	4	0	4	该术语在中文网络语境中常被用于贬低埃塞俄比亚人或非洲黑人，例如将埃塞俄比亚人与‘黑犬’类比、提及‘买卖埃塞俄比亚新娘’、以及将埃塞俄比亚人描述为‘黑’和‘繁殖力强’等，带有种族歧视和地域歧视色彩。	数据集样本中该词全部用于仇恨言论，且网络证据显示该词在中文语境中常被用于贬低埃塞俄比亚人或非洲黑人，带有种族歧视和地域歧视色彩。
582	女的都	Sexism	0.9	14	13	1	3	该短语用于对女性群体进行整体性的负面概括和攻击，常与欺骗、不洁、极端女权等刻板印象关联，属于性别歧视性仇恨言论。	数据集显示该短语在14个样本中有13个被标注为仇恨，主要类别为性别歧视；网络证据也支持其常用于侮辱和歧视女性。综合判断应纳入研究词典。
583	黑和	Region	0.9	6	6	0	4	该术语在中文网络语境中常被用作对特定群体（如地域、种族、性取向等）的贬低和攻击性称呼，例如“地域黑”指针对某地区的歧视，“黑和同”指对黑人和同性恋者的侮辱性合并称呼，具有强烈的仇恨和歧视色彩。	数据集样本中该词全部用于仇恨言论，涉及地域歧视、种族歧视、性取向歧视等；网络证据显示其与英文种族歧视词'Nigger'相关，具有侮辱性含义。综合判断该词为仇恨用语。
589	肮脏	LGBTQ	0.9	3	3	0	1	用于贬低LGBTQ群体或女性，暗示其道德败坏、令人厌恶，常与性行为或身体部位关联，具有强烈的侮辱性和歧视性。	数据集和网络证据均显示该词在仇恨语境中用于攻击LGBTQ群体和女性，具有明确的歧视性，且无足够非仇恨使用证据。
590	饿死不种地	Racism	0.9	2	2	0	2	该短语用于贬低黑人群体，暗示其懒惰、不愿劳动，属于种族歧视性言论。	数据集样本明确用于种族歧视，且网络证据间接支持其作为仇恨用语。
594	男友的女	Sexism	0.95	5	5	0	5	用于贬低和歧视与黑人男性交往的女性，暗示她们‘恨国’、‘没有道德’、‘不可接受’等负面刻板印象。	数据集和网络证据均显示该术语在上下文中用于性别歧视和种族歧视，所有标注样本均为仇恨言论，且网络搜索支持其侮辱性用法。
596	一起的女	Sexism	0.95	4	4	0	4	该短语用于贬损与黑人男性发生关系的中国女性，暗示其道德低下或背叛民族，常与种族歧视和性别歧视结合使用。	所有样本均为仇恨言论，明确针对与黑人男性交往的女性，同时包含性别歧视和种族歧视。
598	说排外	Region	0.9	4	4	0	1	用于指责或描述某地区（如上海）居民对外地人的排斥态度，带有负面刻板印象和地域歧视色彩。	数据集样本中该术语均用于表达地域歧视性言论，且网络证据显示其与排外、歧视相关，符合仇恨/攻击性言论特征。
599	极个别	Racism	0.9	4	4	0	1	在种族歧视语境中，用于贬低非黄种人群体，暗示其丑陋、低劣或具有威胁性，常与种族混合的负面后果相关联。	数据集样本中该词全部用于种族歧视语境，贬低特定种族群体，且网络证据支持其作为歧视性用语。
600	艾就一个	Racism	0.95	4	4	0	1	该术语是'艾滋就一个'的变体，用于将艾滋病与黑人群体恶意关联，散布种族歧视性言论，如声称黑人携带艾滋病比例高，属于种族主义仇恨言论。	数据集样本全部标注为仇恨，且明确针对黑人群体进行种族歧视攻击；网络证据虽未直接解释该词，但样本内容充分证实其仇恨用途。
602	种族歧视	Racism	0.9	52	44	8	25	指基于种族、肤色或民族出身对他人进行贬低、排斥或攻击的言论或行为，常包含仇恨、歧视或煽动性内容。	该术语在数据集中高度集中于仇恨言论（44/52），主要归类为种族主义，且网络证据显示其广泛用于种族歧视和仇恨表达。
604	欢黑	Racism	0.94	33	31	2	25	用于表达对黑人群体的厌恶、歧视或负面刻板印象，常出现在种族主义言论中。	数据集显示该词几乎全部用于种族歧视语境，如'不喜欢黑人'、'懒惰'等，且网络证据支持其与种族歧视相关。
605	男接盘	Sexism	0.95	4	4	0	3	用于贬低中国男性，暗示他们被迫接受与外国男性或非处女性有过关系的女性，常与种族歧视和性别歧视结合，侮辱男性为‘接盘侠’。	数据集和网络证据均显示该词在上下文中用于性别歧视和种族歧视，侮辱中国男性，符合仇恨言论标准。
606	天性	Racism	0.85	6	6	0	3	在仇恨言论中，“天性”被用来将负面行为或特征归因于特定群体（如种族、性别、性取向等），暗示这些群体天生具有不良特质，从而进行贬低和歧视。	尽管“天性”本身是中性词，但在提供的样本中，它被系统性地用于仇恨语境，将负面特质归因于特定群体，构成歧视性语言。数据集证据显示高仇恨比例和多种类别，且上下文判断支持纳入。
608	死绝	Region	0.95	3	3	0	3	用于诅咒特定群体全部死亡，表达极端仇恨和歧视。	所有标注样本均为仇恨言论，用于攻击特定地区（西安）或群体（舔狗龟男），且网络证据显示该词常被用作侮辱性诅咒。
610	有优越感	Region	0.85	4	4	0	3	用于指责特定地区（如广东、江浙）的人表现出傲慢自大的态度，带有地域歧视和贬低意味。	数据集样本中该短语全部用于仇恨语境，主要针对地区群体进行贬低，且网络证据支持其常用于歧视性表达。
611	嘿枸	Racism	0.95	4	4	0	6	对黑人的种族歧视性侮辱称呼，常与暴力、清洗等仇恨言论关联使用。	该词在多个样本中明确用于指代黑人群体，并伴随暴力、贬低和种族清洗的言论，如“桖洗嘿枸”、“低劣程度的气息”，所有标注均为仇恨类别，且类别纯度为1.0，证据充分。
612	谈过恋爱	Sexism	0.9	4	4	0	4	该短语在特定语境中用于贬低与特定种族（如黑人）或外国人恋爱过的女性或男性，暗示其‘不洁’或‘威胁种族纯洁’，构成性别歧视和种族歧视。	数据集样本中该短语100%用于仇恨言论，结合性别歧视和种族歧视；网络搜索未发现其作为广泛认可的仇恨黑话，但样本证据充分。
614	但是黑	Racism	0.95	5	5	0	1	该短语在上下文中用于表达对黑人群体的歧视、排斥或负面刻板印象，常与种族主义言论结合，如“但是黑人……接受不了”、“但是黑人不是中国的一部分”等。	所有样本均用于仇恨语境，主要针对黑人群体进行种族歧视，结合网络证据确认其侮辱性。
615	伪装成	hate	0.9	5	5	0	1	用于描述特定群体（如黑人、同性恋者、女权主义者）假装成某种正面或中立形象，暗示其本质是虚假、欺骗或有害的，从而贬低和污名化该群体。	所有样本中“伪装成”均用于将目标群体描述为虚假或欺骗性，带有明显的贬低和污名化意图，符合仇恨/攻击性用语特征。
616	制造新的种族	Racism	0.95	3	3	0	2	该短语用于宣扬一种种族主义阴谋论，声称通过引入其他种族来创造新种族，以灭绝中华民族，具有强烈的仇恨和歧视含义。	数据集样本全部标注为仇恨，且内容明确涉及种族歧视阴谋论；网络证据虽未直接定义该短语，但相关搜索结果均指向种族歧视和仇恨言论，间接支持其作为仇恨用语。
617	不接受同性恋	LGBTQ	0.95	3	3	0	2	用于表达对同性恋群体的排斥和歧视，常出现在反同语境中，具有侮辱性和攻击性。	该短语在数据集和网络证据中均被用于表达对同性恋群体的排斥和歧视，所有样本均被标注为仇恨言论，且网络证据显示其常被用于反同语境，具有侮辱性和攻击性。
618	地域黑最严重	Region	0.95	3	3	0	2	指针对特定地区或地域群体的歧视性、攻击性言论，通常基于刻板印象进行负面评价或侮辱。	该短语在数据集和网络证据中均明确用于描述地域歧视行为，所有样本均标注为仇恨言论，且网络来源一致将其定义为歧视性言论，符合仇恨/攻击性言论标准。
621	国女	Sexism	0.88	141	124	17	147	该词在中文网络语境中常被用作对中国女性的贬低性称呼，常与性别歧视、种族歧视和地域歧视相关联，用于表达对中国女性的负面刻板印象、攻击或仇恨。	数据集显示该词在141条样本中有124条被标注为仇恨，占比高达87.9%，且常与性别歧视、种族歧视和地域歧视类别关联。样本上下文明确显示其用于贬低中国女性，如'普信男国女'、'口区女权'等。网络证据也支持其作为歧视用语。
623	也接受不了	Racism	0.85	4	4	0	2	该短语在上下文中用于表达对特定种族（尤其是黑人）或跨种族关系的排斥和歧视，常与种族主义言论结合使用。	尽管短语本身非侮辱性，但在数据集样本中全部用于仇恨语境，表达种族或性别歧视，且上下文明确指向对黑人或跨种族关系的排斥。网络证据未显示其作为固定仇恨用语，但数据集证据强烈支持其仇恨用途。
624	下头	Sexism	0.88	12	11	1	11	用于贬低特定性别群体（如“普信男”、“妈宝女”、“直男癌”等），表达厌恶、反感，构成性别歧视性仇恨言论。	数据集显示11/12为仇恨样本，全部标注为性别歧视；网络证据确认该词常用于性别歧视语境；但该词也有中性用法，故综合判断为仇恨用语。
626	拳成	Sexism	0.95	3	3	0	1	“拳成”是“女拳”的变体，用于贬低女性主义者或女性群体，暗示其极端、无理取闹，带有性别歧视和仇恨色彩。	所有样本均标注为仇恨，且与性别歧视相关；网络证据显示该词与“女拳”同义，用于攻击女性主义者。
627	狗日	Region	0.95	3	3	0	2	狗日是一个中文侮辱性词语，字面意为‘狗娘养的’，用于极端贬低和侮辱他人。在仇恨言论中，常被用来攻击特定群体，如同性恋者（如‘同狗’）、日本人（如‘倭狗’）或特定地区的人（如成都人）。	数据集和网络证据均一致表明‘狗日’在提供的样本中全部用于仇恨言论，攻击LGBTQ、地域等群体，且无中性用法。网络证据进一步确认其为常见侮辱性脏话，常用于歧视性语境。
