condition,iqr,max,mean,median,metric,min,n,p05,p95,q25,q75,status,stratum,task
CLnew,0.030700704696594718,0.8429905779881389,0.07825653865786887,8.075119317306779e-05,total_with_eos/cardinality/equal_k/entropy,3.148049575494615e-13,420,4.735737508135102e-11,0.5900427663298434,2.6697347970209693e-09,0.030700707366329516,defined,Lq_no_hit,group
CLnew,0.01019372322459744,0.8429905779881389,0.05884192289825587,3.327249563451004e-07,total_with_eos/cardinality/equal_k/entropy,3.148049575494615e-13,252,2.7461513075804204e-11,0.4596206352250569,4.585925317612723e-10,0.010193723683189972,defined,gold_size_0,group
CLnew,0.08726654608104857,1.1919685503673256,0.10469489710539671,0.002453822509429895,total_with_eos/cardinality/equal_k/entropy,4.86971559403984e-11,328,5.514855457483058e-09,0.614398427642989,0.0001009172066489622,0.08736746328769754,defined,gold_size_1,group
CLnew,0.40872072965016887,0.778061400671323,0.18800665411701123,0.02134385924976406,total_with_eos/cardinality/equal_k/entropy,1.6371738593215854e-07,63,0.00010864131453397766,0.6903157052279917,0.0014848868170274903,0.41020561646719633,defined,gold_size_2plus,group
CD,0.005621302763980008,0.709624889536964,0.057100689837882385,2.977609464218509e-05,total_with_eos/cardinality/equal_k/entropy,3.011012711458236e-11,643,2.475799815809145e-09,0.4733050283840857,1.606598295417241e-07,0.005621463423809549,defined,all,group
CD,0.008659287740892007,0.7003414301389131,0.07057417948562898,2.8280371747469742e-05,total_with_eos/cardinality/equal_k/entropy,1.1001829894349435e-09,223,3.5624497268154043e-09,0.5347458577124582,2.7266201324230013e-07,0.00865956040290525,defined,Lq_hit,group
CD,0.0051492164228891975,0.709624889536964,0.04994690842967408,3.759009106806903e-05,total_with_eos/cardinality/equal_k/entropy,3.011012711458236e-11,420,1.817907997330296e-09,0.4201346617675633,1.360075116123619e-07,0.00514935243040081,defined,Lq_no_hit,group
CD,0.008123674312931336,0.709624889536964,0.05218875087259296,2.864490797504713e-05,total_with_eos/cardinality/equal_k/entropy,3.011012711458236e-11,252,1.503112210891665e-09,0.38994617819057387,1.6741404091389326e-07,0.00812384172697225,defined,gold_size_0,group
CD,0.001415674005569293,0.7003414301389131,0.049362671342553746,1.0316228058564493e-05,total_with_eos/cardinality/equal_k/entropy,6.42120436511942e-10,328,2.6914522004744354e-09,0.4296244035966135,8.222675135946983e-08,0.0014157562323206525,defined,gold_size_1,group
CD,0.1570176914062464,0.684620189955831,0.11703527215090985,0.004846714465615122,total_with_eos/cardinality/equal_k/entropy,2.058819810839645e-08,63,1.3757539738249428e-06,0.5998291339383465,9.701161436046824e-05,0.15711470302060687,defined,gold_size_2plus,group
CLDnew,0.012718086756089144,0.6928428852833413,0.056628596789025876,0.00011415604142797543,total_with_eos/cardinality/equal_k/entropy,5.0641956784952096e-11,643,1.5306874567841e-08,0.4232912599507895,5.660363657051514e-07,0.012718652792454849,defined,all,group
CLDnew,0.010207468700732612,0.6913556799960132,0.05746224713912751,2.0603195229924585e-05,total_with_eos/cardinality/equal_k/entropy,3.6659333151850287e-09,223,2.353882930347087e-08,0.4027274065462858,3.400024698914165e-07,0.010207808703202504,defined,Lq_hit,group
CLDnew,0.013800614288097708,0.6928428852833413,0.05618596815075762,0.0001596368045574625,total_with_eos/cardinality/equal_k/entropy,5.0641956784952096e-11,420,1.1323091833774489e-08,0.42763411941502905,1.3733094225638037e-06,0.013801987597520273,defined,Lq_no_hit,group
CLDnew,0.019757337608110326,0.6928428852833413,0.06695035192344444,0.0001845379219519151,total_with_eos/cardinality/equal_k/entropy,5.0641956784952096e-11,252,4.440324383304672e-09,0.4989350779391597,1.205211875362209e-06,0.019758542819985687,defined,gold_size_0,group
CLDnew,0.004912848008865506,0.6913556799960132,0.03911918981846047,1.5135954803183434e-05,total_with_eos/cardinality/equal_k/entropy,1.4614307002709695e-09,328,2.3745124330876177e-08,0.29044768845711294,3.417738597797951e-07,0.004913189782725286,defined,gold_size_1,group
CLDnew,0.16530578851405564,0.6235160932803635,0.10650166333619995,0.008094057548153264,total_with_eos/cardinality/equal_k/entropy,2.2356844827513804e-08,63,3.997512138924026e-07,0.44367214193019683,0.0002815768782264385,0.16558736539228208,defined,gold_size_2plus,group
CLnewNoCat,0.10979832216720815,1.1257730631672251,0.11516807784495692,0.002679840149694012,total_with_eos/cardinality/equal_k/entropy,1.911510267589347e-13,643,2.3446883224599444e-11,0.6473482978667625,1.5827793707942468e-07,0.10979848044514523,defined,all,group
CLnewNoCat,0.2923956334049792,1.1257730631672251,0.1897781032372909,0.05114323969261779,total_with_eos/cardinality/equal_k/entropy,3.6626199307454806e-09,223,0.00011598902231627528,0.6926386532990548,0.002420759437003194,0.2948163928419824,defined,Lq_hit,group
CLnewNoCat,0.03452864063949542,0.9435551533680072,0.0755537072199796,5.9333624855223996e-05,total_with_eos/cardinality/equal_k/entropy,1.911510267589347e-13,420,9.850399041781219e-12,0.5822753838723523,2.0029086906164524e-09,0.034528642642404114,defined,Lq_no_hit,group
CLnewNoCat,0.003083074710221131,0.692716528730107,0.05891992995496788,1.0982229336783071e-07,total_with_eos/cardinality/equal_k/entropy,1.911510267589347e-13,252,1.7746923554503762e-12,0.521275018469673,3.492094539157254e-10,0.003083075059430585,defined,gold_size_0,group
CLnewNoCat,0.19441287889992043,1.0527860721152353,0.14134152046475304,0.01570590251996861,total_with_eos/cardinality/equal_k/entropy,1.049514157550935e-10,328,3.3856283652049175e-09,0.6604983737431949,0.0004121644945802413,0.19482504339450066,defined,gold_size_1,group
CLnewNoCat,0.30449796077142544,1.1257730631672251,0.20389258719391112,0.04225678436108888,total_with_eos/cardinality/equal_k/entropy,7.427482840201039e-05,63,0.0003114811682590738,0.879135492498285,0.006747728844294264,0.3112456896157197,defined,gold_size_2plus,group
CLDnewNoCat,0.011976545149860188,0.8763776512119066,0.06422558130078394,7.299191943290373e-05,total_with_eos/cardinality/equal_k/entropy,3.699669611333432e-12,643,1.0952761222427107e-08,0.5635043593828598,6.098599412628818e-07,0.011977155009801451,defined,all,group
CLDnewNoCat,0.005062996580461487,0.8763776512119066,0.05927058391408682,3.728619465316898e-05,total_with_eos/cardinality/equal_k/entropy,5.55516343211617e-09,223,2.3157634344866715e-08,0.5907021607761045,5.30030221949215e-07,0.005063526610683437,defined,Lq_hit,group
CLDnewNoCat,0.02095515948589813,0.7329507352687918,0.06685644896086361,0.00012542346379603169,total_with_eos/cardinality/equal_k/entropy,3.699669611333432e-12,420,5.9894335503836745e-09,0.536040861123486,7.978503049093793e-07,0.02095595733620304,defined,Lq_no_hit,group
CLDnewNoCat,0.020955596044911252,0.7329507352687918,0.07122431986898194,0.00010214484477434873,total_with_eos/cardinality/equal_k/entropy,3.699669611333432e-12,252,9.231123787630761e-10,0.5171878171514053,3.612912917861153e-07,0.02095595733620304,defined,gold_size_0,group
CLDnewNoCat,0.002292702578564395,0.8763776512119066,0.051225526773548205,2.2902351195215093e-05,total_with_eos/cardinality/equal_k/entropy,2.6332102630454025e-09,328,2.3204819796559154e-08,0.46304666611954026,4.2919794481804543e-07,0.002293131776509213,defined,gold_size_1,group
CLDnewNoCat,0.05460695121789635,0.8286413802749693,0.10391345059836214,0.01105925937891376,total_with_eos/cardinality/equal_k/entropy,3.468495905917551e-08,63,1.504124041175363e-06,0.6424799690873729,0.0002882169042796095,0.05489516812217596,defined,gold_size_2plus,group
C0,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,all,group
C0,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,Lq_hit,group
C0,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,Lq_no_hit,group
C0,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,gold_size_0,group
C0,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,gold_size_1,group
C0,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,gold_size_2plus,group
CLnew,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,all,group
CLnew,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,Lq_hit,group
CLnew,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,Lq_no_hit,group
CLnew,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,gold_size_0,group
CLnew,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,gold_size_1,group
CLnew,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,gold_size_2plus,group
CD,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,all,group
CD,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,Lq_hit,group
CD,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,Lq_no_hit,group
CD,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,gold_size_0,group
CD,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,gold_size_1,group
CD,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,gold_size_2plus,group
CLDnew,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,all,group
CLDnew,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,Lq_hit,group
CLDnew,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,Lq_no_hit,group
CLDnew,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,gold_size_0,group
CLDnew,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,gold_size_1,group
CLDnew,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,gold_size_2plus,group
CLnewNoCat,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,all,group
CLnewNoCat,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,Lq_hit,group
CLnewNoCat,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,Lq_no_hit,group
CLnewNoCat,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,gold_size_0,group
CLnewNoCat,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,gold_size_1,group
CLnewNoCat,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,gold_size_2plus,group
CLDnewNoCat,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,all,group
CLDnewNoCat,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,Lq_hit,group
CLDnewNoCat,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,Lq_no_hit,group
CLDnewNoCat,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,gold_size_0,group
CLDnewNoCat,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,gold_size_1,group
CLDnewNoCat,,,,,total_with_eos/within_k/natural/Racism/0,,0,,,,,undefined,gold_size_2plus,group
C0,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,all,group
C0,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,Lq_hit,group
C0,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,Lq_no_hit,group
C0,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,gold_size_0,group
C0,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,gold_size_1,group
C0,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,gold_size_2plus,group
CLnew,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,all,group
CLnew,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,Lq_hit,group
CLnew,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,Lq_no_hit,group
CLnew,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,gold_size_0,group
CLnew,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,gold_size_1,group
CLnew,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,gold_size_2plus,group
CD,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,all,group
CD,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,Lq_hit,group
CD,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,Lq_no_hit,group
CD,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,gold_size_0,group
CD,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,gold_size_1,group
CD,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,gold_size_2plus,group
CLDnew,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,all,group
CLDnew,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,Lq_hit,group
CLDnew,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,Lq_no_hit,group
CLDnew,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,gold_size_0,group
CLDnew,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,gold_size_1,group
CLDnew,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,gold_size_2plus,group
CLnewNoCat,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,all,group
CLnewNoCat,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,Lq_hit,group
CLnewNoCat,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,Lq_no_hit,group
CLnewNoCat,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,gold_size_0,group
CLnewNoCat,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,gold_size_1,group
CLnewNoCat,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,gold_size_2plus,group
CLDnewNoCat,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,all,group
CLDnewNoCat,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,Lq_hit,group
CLDnewNoCat,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,Lq_no_hit,group
CLDnewNoCat,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,gold_size_0,group
CLDnewNoCat,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,gold_size_1,group
CLDnewNoCat,,,,,total_with_eos/within_k/count_corrected/Racism/0,,0,,,,,undefined,gold_size_2plus,group
C0,21.688184003235133,36.39886160188729,-10.24595803698765,-10.617561340332045,total_with_eos/within_k/natural/Racism/1,-45.65516856506623,643,-35.9098796844859,20.8142890187809,-22.43926495000897,-0.7510809467738349,defined,all,group
C0,21.91425705950866,35.72397442806887,-8.168189874364062,-7.594314575390355,total_with_eos/within_k/natural/Racism/1,-42.71928787231445,223,-35.40450297591039,20.631098707647492,-20.29786683002972,1.6163902294789407,defined,Lq_hit,group
C0,20.391382068132245,36.39886160188729,-11.3491539899997,-12.2129664879356,total_with_eos/within_k/natural/Racism/1,-45.65516856506623,420,-36.041813659685204,20.83876486147624,-22.791992266768517,-2.400610198636274,defined,Lq_no_hit,group
C0,16.861781130763998,27.53194165678371,-15.481064618553452,-16.342905720318296,total_with_eos/within_k/natural/Racism/1,-45.65516856506623,252,-34.29705008396096,3.3765381033510202,-23.965497747788685,-7.103716617024689,defined,gold_size_0,group
C0,21.3204438124766,36.39886160188729,-8.597684269145216,-8.718843460083221,total_with_eos/within_k/natural/Racism/1,-42.71928787231445,328,-36.23528194432323,24.148498100254766,-20.866189981638293,0.4542538308383093,defined,gold_size_1,group
C0,18.45005785976828,31.400580823768845,2.1129794662228982,3.7828101546001314,total_with_eos/within_k/natural/Racism/1,-41.744508743295555,63,-33.400514794207446,25.2828235696845,-3.551864797675192,14.898193062093087,defined,gold_size_2plus,group
CLnew,23.49561150413072,40.97967442600302,-16.110577260693685,-21.13398455289467,total_with_eos/within_k/natural/Racism/1,-50.867740631103516,643,-40.36302434811359,29.110552397469146,-30.743585586547937,-7.247974082417217,defined,all,group
CLnew,39.37586434206392,40.97967442600302,-16.351839516783862,-27.288131713867266,total_with_eos/within_k/natural/Racism/1,-50.867740631103516,223,-43.76149978637695,33.26970397765162,-35.28760719299318,4.0882571490707384,defined,Lq_hit,group
CLnew,19.7210973540807,37.041461534249045,-15.982478491388658,-18.93465451806887,total_with_eos/within_k/natural/Racism/1,-45.97158813651197,420,-36.78486180830943,20.23868241671227,-27.900815486916358,-8.179718132835657,defined,Lq_no_hit,group
CLnew,14.486244528415526,40.97967442600302,-19.326686365677787,-20.088379436570982,total_with_eos/within_k/natural/Racism/1,-48.859152477361796,252,-38.028741169023554,2.0484415939156726,-28.04717982074118,-13.560935292325656,defined,gold_size_0,group
CLnew,31.112989227791196,39.92448334608876,-16.515303812411926,-25.510830164760605,total_with_eos/within_k/natural/Racism/1,-50.867740631103516,328,-42.52024364668557,31.675973431199367,-34.039950370804355,-2.926961143013158,defined,gold_size_1,group
CLnew,32.28030769322173,37.041461534249045,-1.1389930794305216,4.160580308228248,total_with_eos/within_k/natural/Racism/1,-43.817440032958984,63,-41.26187019348145,33.24756938190573,-18.91765900885332,13.362648684368413,defined,gold_size_2plus,group
CD,22.306076524413683,38.04355680529953,-11.597533911793557,-15.3310279924071,total_with_eos/within_k/natural/Racism/1,-45.13477325439453,643,-34.33474540710449,27.99492860616294,-25.40792656378807,-3.1018500393743853,defined,all,group
CD,29.993130793080766,36.59123322437328,-10.367227641285202,-15.3310279924071,total_with_eos/within_k/natural/Racism/1,-45.13477325439453,223,-37.25724983215332,27.92575845681849,-25.559072494796645,4.434058298284121,defined,Lq_hit,group
CD,20.77403478522222,38.04355680529953,-12.250767955420608,-15.427850108269586,total_with_eos/within_k/natural/Racism/1,-40.0781135559082,420,-33.29576797488473,27.9913755578808,-25.29405593872071,-4.52002115349849,defined,Lq_no_hit,group
